residence	address	registration	current_location 	company	birthdate	ssn	user_id	username	mail	name	blood_group	station_ID
	"6742 Marshall Road
Petersonfurt, PA 43299"	09/19/2022, 00:00:00	(Decimal('-16.174466'), Decimal('65.836336'))	Clark LLC	1916-03-14	383-70-5123	1358	abailey	xdelacruz@yahoo.com	Amanda Collins	B+	494
	"Schmiedeckegasse 1/9
43724 Altötting"	2025-01-23	(Decimal('65.329890'), Decimal('-153.527432'))	Patberg	1992-06-10	784-46-4108	648	vollbrechtmiroslav	frithjof37@web.de	Kathy Holsten B.A.	AB+	306
	"294 Laura Creek Apt. 352
Kaylaton, WY 56517"	04/24/2025, 00:00:00		Solis LLC	1918-06-08	258-73-6102	649	charles43	adam82@yahoo.com	Sharon Hunt	AB+	317
	"894 Debra Cliff
New Nancy, NE 16497"	2023-01-17	(Decimal('-43.5000555'), Decimal('-35.756400'))	Snyder Ltd		590-40-9278	160	watsonanthony	sandrastevens@yahoo.com	Mary Butler	AB-	291
	"Pergandering 171
94337 Hettstedt"	31 Oct 2022	(Decimal('-10.674487'), Decimal('-165.765910'))	Jähn		387-73-3819	1049	mechthildemangold	ziegertcarin@aol.de	Christin Ackermann	AB+	291
	"114 Kayla Knolls Apt. 667
Phillipsborough, KS 81398"	10/14/2022, 00:00:00	(Decimal('-53.599321'), Decimal('-164.439451'))	Douglas Group		453-20-0220	1311	spencerwilliam	linda98@gmail.com	Sara Thompson	A+	537
	"Largo Théo Campos, 731
Vila Maria
90311-131 Melo de Abreu / CE"	2022-11-05	(Decimal('36.9720485'), Decimal('-2.195695'))	Martins da Cunha - EI		63421805717	1824	ravi-luccamendes	levisales@bol.com.br	Eloá Machado	AB+	16
	秋田県清瀬市大京町21丁目26番9号	02 Jun 2022	(Decimal('34.150558'), Decimal('52.756103'))	合同会社後藤情報		352-44-0770	1931	manabu90	satomiyamamoto@yahoo.com	伊藤 春香	A+	26
	"7412 Jessica Port Suite 748
Kellyfort, NJ 57836"	2024/06/11	(Decimal('-35.6112195'), Decimal('163.444633'))	Horton-Welch		770-28-6502	530	ryancarlson	hvance@yahoo.com	Kathryn James	AB-	99
		2020/09/27	(Decimal('-33.2430765'), Decimal('-169.364902'))	藤田農林有限会社	1936-11-28	781-06-8174	1568	atsushi21	hanako22@yahoo.com	橋本 智也	AB+	590
	"Viale Aurora, 5 Piano 2
28062, Cameri Aeronautica (NO)"	2023-11-17	(Decimal('83.6151455'), Decimal('-78.887647'))	Cappelli-Camuccini s.r.l.		FRRNTN05P54F473Z	1637	giustino19	amedeozamorani@hotmail.it	Gelsomina Borrani	AB+	183
	"Canale Stefania, 22
26027, Rivolta D'Adda (CR)"	2019-11-23	(Decimal('-18.034415'), Decimal('36.510365'))	Gregori, Liverotti e Naccari SPA	1987-12-26	CHGVTR27L49E808G	1194	giulionicolini	giuliafilogamo@poste.it	Manuel Murialdo	O-	648
	"Campo Isabelly Garcia, 43
Serra Do Curral
29402-823 Ramos da Serra / ES"	2024-08-20	(Decimal('-22.5413675'), Decimal('51.852443'))	Almeida	1982-10-27	81652074902	1139	melissa97	raul90@bol.com.br	Srta. Carolina Marques	AB-	560
	"USNS Kelly
FPO AE 27916"	31 Jan 2021	(Decimal('-72.634657'), Decimal('-84.689594'))	Miller-Garcia		591-89-7563	1746	xhall	patricia24@hotmail.com	Chad Rogers	O-	126
	"Ladeira Monteiro, 75
Boa União 1ª Seção
66661536 Melo do Galho / DF"	2022/05/06	(Decimal('85.2461005'), Decimal('-1.567109'))	Oliveira da Mata - EI		40397518684	489	ifonseca	tcassiano@ig.com.br	Gabriela Câmara	AB+	213
	宮崎県八丈島八丈町三筋42丁目23番14号 鳥越コート118	2022-07-01		株式会社石井鉱業	1942-10-03	273-39-2470	1610	qito	yamaguchimaaya@gmail.com	山田 浩	AB-	491
	"USS Garrett
FPO AE 10962"	2021/01/18	(Decimal('-8.748719'), Decimal('29.180592'))	Nelson-Potts	1961-10-25	254-42-6768	1325	saraburns	itaylor@yahoo.com	Donna Berry	AB-	549
	鳥取県小金井市北上野22丁目26番15号 パーク京橋554	12/10/2023, 00:00:00	(Decimal('-16.616095'), Decimal('161.404593'))	小川鉱業株式会社	1969-04-30	420-37-9515	155	sayuri20	sasakimomoko@yahoo.com	長谷川 桃子	A-	411
	"Edith-Weinhage-Platz 4
70382 Haldensleben"	01/07/2023, 00:00:00	(Decimal('50.0137535'), Decimal('-165.230386'))	Geisler		653-87-8399	1693	zhauffer	keudelbrunhild@web.de	Hans-Uwe Wieloch	O-	5
	静岡県狛江市丹勢21丁目13番16号 前弥六コーポ324	07/22/2020, 00:00:00		合同会社鈴木建設	1937-11-18	371-12-3827	410	rikasuzuki	taichiota@hotmail.com	清水 明美	AB-	16
	新潟県川崎市川崎区東上野10丁目7番12号 パーク中三依468	2021/08/06	(Decimal('-31.9493615'), Decimal('-56.219278'))	合同会社山本電気	1963-05-17	059-34-7801	688	wshimizu	zfujii@yahoo.com	青木 洋介	O-	289
	"Praça de Correia, 31
Vila Bandeirantes
55732350 Mendonça do Amparo / AP"	2024/08/22	(Decimal('-55.816977'), Decimal('-23.801305'))	Rodrigues		21750684390	580	agathada-cruz	miguel84@gmail.com	Alícia Correia	O-	664
	"90940 Parker Turnpike Suite 808
Wilcoxton, AL 36733"	02/10/2023, 00:00:00	(Decimal('-11.7188015'), Decimal('43.868726'))	Miller-Rodriguez	1914-07-09	863-50-3063	941	michaelking	stonetodd@yahoo.com	Jessica Fowler	O-	422
	"88971 Emily Spurs Suite 993
Lake Amberchester, LA 66228"	2023-12-03	(Decimal('49.767999'), Decimal('156.764531'))	Burke-Richardson	1979-11-05	302-30-3737	781	john16	lindsey52@hotmail.com	Mary Torres	O+	611
		2021/08/04	(Decimal('-67.942588'), Decimal('-138.275295'))	Jüttner GmbH	2013-08-31	070-51-2000	238	nbruder	sfischer@googlemail.com	Univ.Prof. Knud Karge	AB+	169
		05/11/2025, 00:00:00	(Decimal('89.677302'), Decimal('-128.191917'))	Haynes PLC	1914-09-14	089-37-2893	2024	saundersbrandon	pachecojon@hotmail.com	Robin Holmes	B-	611
	"Stretto Biagio, 6
50037, San Piero A Sieve (FI)"	2018-09-28	(Decimal('-51.394267'), Decimal('30.861190'))	Celentano Group	1979-12-15	ZCCVLR89H59A452G	851	giannuzzibeppe	jboito@gmail.com	Valeria Canetta	O+	81
	"Esplanada Pereira, 86
Conjunto Taquaril
51071-343 Carvalho / RN"	2023/04/01	(Decimal('-14.284406'), Decimal('-8.267368'))	Garcia Nascimento S.A.	1917-03-29	32187904687	1738	vaparecida	hcaldeira@gmail.com	Dra. Liz Gomes	O-	64
	"Incrocio Nitti, 61
95046, Palagonia (CT)"	2022-08-29	(Decimal('-51.109421'), Decimal('80.991646'))	Lombroso, Riccati e Brunello e figli		FBBSNN37T69G992F	1066	xplatini	marissagonzaga@fastwebnet.it	Nico Scalfaro	AB+	181
	"Hans-Jörg-Schleich-Allee 4221
10188 Sankt Goar"	2020-04-17	(Decimal('-12.3754125'), Decimal('157.806935'))	Dehmel	1952-11-06	567-19-3981	2106	lhenschel	anne-katrinholzapfel@yahoo.de	Dr. Friedrich-Karl Hornig	A-	631
	"Zimmerstraße 4-3
68597 Wiedenbrück"	2022-10-16	(Decimal('-23.8888935'), Decimal('-157.178511'))	Rudolph Weller GmbH & Co. KG	2003-04-18	997-48-7101	283	dorotakarge	wirthhajo@yahoo.de	Margrit Ritter B.Eng.	AB+	533
	"Stretto Giorgia, 8 Appartamento 2
84135, Matierno (SA)"	11 Mar 2025	(Decimal('62.937164'), Decimal('98.061950'))	Mazzanti-Lollobrigida Group		GRRNCL66M65C083P	2084	trevisanipaulina	boldulucia@hotmail.com	Dott. Donato Ferrari	B+	633
	"Chácara Arthur Miguel Marques, 4
Barreiro
97422351 Silva Paulista / PR"	10/21/2021, 00:00:00	(Decimal('-30.960647'), Decimal('26.819936'))	Porto		17938642509	1137	estercorreia	pabreu@uol.com.br	Alexandre Pacheco	B+	739
	"Briemerstr. 9-5
39748 Regen"	08 Nov 2024	(Decimal('-29.3590865'), Decimal('-154.830840'))	Adler		301-98-1993	2109	meisternevenka	dbudig@gmail.com	Herr Anatolij Mohaupt	O-	53
	"4549 Elizabeth Extensions
Bellmouth, KY 22285"	2025/08/17	(Decimal('-69.4983315'), Decimal('-139.077695'))	Hanson Inc	2021-02-06	426-81-0630	1271	sandersruben	gerald94@gmail.com	Savannah Lane	AB-	312
	"Incrocio Luxardo, 6 Appartamento 3
42022, Boretto (RE)"	08/25/2023, 00:00:00	(Decimal('-49.348951'), Decimal('20.177972'))	Tamborini s.r.l.		BTTSNR00T59G421Q	375	paoletta13	berenice48@hotmail.com	Stefania Garibaldi	B-	394
	"Viale Bertoli, 65 Piano 1
61026, Belforte All'Isauro (PU)"	2021/05/01	(Decimal('-73.219513'), Decimal('28.752855'))	Cassarà Group	2013-04-08	FLNLNI12P29B332X	2088	vittoria19	nvittadello@tele2.it	Fabio Petralli	O-	518
		2020/12/27	(Decimal('-11.1393255'), Decimal('-66.484422'))	Schinke Stiftung & Co. KG	1961-11-23	984-01-6153	183	konrad34	lhendriks@hotmail.de	Kunigunda Speer B.Eng.	O-	614
	"Canale Pasquale, 56 Appartamento 7
91010, Macari (TP)"	2022/03/05	(Decimal('21.682217'), Decimal('88.981594'))	Antonetti Group		PTRGGL84D58I344O	162	orosmini	guidonealdo@tele2.it	Ivo Soffici-Randazzo	O-	621
	"83534 Cardenas Village Apt. 210
Stephanieview, VT 63981"	07/17/2020, 00:00:00	(Decimal('68.229437'), Decimal('102.276324'))	Gordon-Cannon	1988-12-19	408-51-6064	1161	alexandra58	megan39@yahoo.com	Sarah Patel	B+	739
	東京都西多摩郡檜原村一ツ橋30丁目16番6号	01/03/2020, 00:00:00	(Decimal('-23.638250'), Decimal('65.854816'))	鈴木鉱業株式会社		756-75-1277	904	itosayuri	maayakato@hotmail.com	林 篤司	O-	669
	"1567 Anderson Track Suite 183
Lake Kimberly, CO 24203"	2022-10-24	(Decimal('-69.609499'), Decimal('150.994609'))	Jacobs LLC	1929-04-13	199-60-9436	1032	rodney95	hermanamber@hotmail.com	Kathleen Zhang	A+	360
	香川県長生郡長生村藤金15丁目18番9号 パレス東浅草721	10/14/2021, 00:00:00	(Decimal('-21.660276'), Decimal('81.275114'))	前田通信株式会社		778-76-9227	938	osamu39	momoko80@hotmail.com	森 知実	A+	98
	"889 Jason Wells Apt. 224
Port Michael, CT 83221"	08/23/2019, 00:00:00	(Decimal('-0.910464'), Decimal('-178.203201'))	Curry-Freeman	1966-11-28	299-79-4407	2145	leemaria	phillip89@gmail.com	Kimberly Thomas	O-	9
	三重県板橋区芝公園31丁目12番6号 大中パレス347	25 May 2023	(Decimal('-45.1859205'), Decimal('74.117392'))	合同会社近藤建設	1978-02-25	557-96-7515	511	nakamurataro	hashimotokaori@hotmail.com	近藤 あすか	AB+	519
		12 Feb 2021		Bien Stiftung & Co. KG	1964-09-27	344-50-7010	110	dloechel	franca89@web.de	Hannchen Schulz	O+	148
	"Ronald-Aumann-Gasse 3-4
54488 Eggenfelden"	2025-01-18		Rosenow Hamann GmbH & Co. KGaA		545-20-7503	1630	mhornich	gmielcarek@gmail.com	Kunibert Geißler	B+	724
	鳥取県印旛郡本埜村神明内38丁目26番4号 ハイツ丹勢202	2019-03-14	(Decimal('20.933869'), Decimal('-170.625244'))	佐々木銀行合同会社		058-63-4267	714	miturufujii	kumikomori@yahoo.com	鈴木 治	AB+	693
	岡山県新宿区前弥六南町35丁目24番14号	25 Sep 2018	(Decimal('0.122363'), Decimal('121.752079'))	有限会社石井銀行		853-09-5922	1093	minoru00	sotaro61@gmail.com	伊藤 裕太	AB+	98
	"Ada-Scholl-Ring 7-4
18268 Schwerin"	2019/10/05	(Decimal('12.6898315'), Decimal('163.280920'))	Hesse		700-95-8934	1940	jacobtraudel	ingebriemer@aol.de	Guenter Scheibe	A+	272
	島根県印旛郡栄町芝大門13丁目11番7号	2021/02/19	(Decimal('4.5312325'), Decimal('-174.022365'))	株式会社橋本農林		570-36-3141	594	jikeda	hashimotonaoko@yahoo.com	佐藤 桃子	A+	416
	静岡県長生郡長南町千塚23丁目13番16号 脚折コート906	2019/04/05	(Decimal('-8.040159'), Decimal('-69.458959'))	石川鉱業有限会社		424-69-2823	1008	vnishimura	reimori@gmail.com	高橋 明美	O-	130
	"Sorgatzplatz 3/5
33808 Mühldorf am Inn"	05/02/2024, 00:00:00		Linke	1919-07-02	061-45-6549	1083	natalja15	luigifreudenberger@aol.de	Dipl.-Ing. Dietlinde Niemeier	O-	182
	京都府西東京市外神田28丁目22番10号 高田馬場コート846	01/04/2019, 00:00:00	(Decimal('-45.2841235'), Decimal('-146.728635'))	西村印刷合同会社	1913-03-05	898-03-5401	1879	yumiko75	hiroshihayashi@gmail.com	坂本 幹	B-	563
	"61191 Mann Tunnel
New Ashleyborough, KY 44735"	05 Oct 2022	(Decimal('-83.9253755'), Decimal('178.788380'))	Wilson-James	1981-08-20	035-14-0774	1750	jacobsrachel	qthompson@hotmail.com	Jason Ortiz	O-	457
	"Vicolo Fiorenzo, 5 Appartamento 4
90038, Filaga (PA)"	27 Jan 2023	(Decimal('-20.4958585'), Decimal('-171.531212'))	Guarato s.r.l.		PRTSMT07L14L433L	867	ncurci	platinibernardo@libero.it	Sig.ra Marissa Franzese	B+	66
		2022-12-19	(Decimal('74.5447005'), Decimal('17.257131'))	株式会社佐々木運輸	1978-01-12	452-24-4404	644	taichi76	cota@yahoo.com	佐藤 直樹	AB-	189
		2020-03-28	(Decimal('-56.502316'), Decimal('172.943630'))	小林印刷株式会社	1963-07-24	103-71-4360	1258	otahideki	yishii@hotmail.com	清水 翔太	O+	223
	"Pátio Casa Grande, 92
Santa Rita De Cássia
07443834 Rezende / PA"	26 Oct 2018	(Decimal('-3.214088'), Decimal('-45.557312'))	Duarte Ltda.		71543826946	1150	otavio66	martinsbernardo@ig.com.br	Dra. Lara Pastor	A-	233
	福井県川崎市多摩区芝公園5丁目16番19号 コーポ細竹658	06/18/2022, 00:00:00	(Decimal('59.9670295'), Decimal('136.328724'))	加藤保険有限会社		853-04-7938	1615	hideki62	tomoya66@gmail.com	斎藤 春香	A-	67
	埼玉県横浜市西区四区町2丁目26番13号 柿木沢新田パーク052	19 Aug 2019	(Decimal('-77.5502075'), Decimal('48.816213'))	株式会社佐々木保険		461-92-2994	977	yoichi14	naotoito@gmail.com	佐藤 幹	B-	196
	"Parque Gonçalves
Conjunto Novo Dom Bosco
46255431 Rodrigues / AP"	2024-01-28	(Decimal('-33.732715'), Decimal('85.501871'))	Rezende Abreu S.A.	1925-08-18	60378215930	325	diasleandro	da-cunhaana-sophia@hotmail.com	Dr. Rael Fernandes	O-	216
	"Contrada Jacuzzi, 372
50013, Sant'Angelo (FI)"	16 Nov 2023	(Decimal('-65.4484675'), Decimal('-70.078166'))	Piazzi s.r.l.		TSCDNL45R67B640H	791	berninifredo	calcedonioroth@poste.it	Delfino Garobbio	AB+	414
		27 Mar 2019	(Decimal('0.2637585'), Decimal('-154.673328'))	Griffin, Rogers and Green		888-85-5296	1481	cheyenne96	kristen73@hotmail.com	William Gregory	AB-	640
	"Jäntschring 671
84932 Wolmirstedt"	29 Sep 2019	(Decimal('45.807986'), Decimal('-0.616256'))	Bolzmann		371-55-4290	295	mkaester	ebertnadine@yahoo.de	Anselm Reinhardt-Sorgatz	A+	530
	"558 Gerald Walk
East Robert, UT 93710"	03/10/2023, 00:00:00	(Decimal('14.1139035'), Decimal('145.572941'))	Lyons Inc	1925-07-27	480-31-3066	218	william14	wrighttravis@yahoo.com	Jared Johnson	B+	511
	"Contrada Dibiasi, 498
46043, Gozzolina (MN)"	03/07/2025, 00:00:00	(Decimal('12.7806305'), Decimal('-119.649959'))	Gasperi, Barbarigo e Brancaccio SPA	1933-10-18	CPPFST72B47I855O	1852	marcotoscanini	eleanoraconte@gmail.com	Piero Sgalambro	O-	293
	宮崎県品川区高田馬場11丁目15番4号 クレスト戸島395	15 Oct 2024		株式会社吉田農林		705-84-2256	947	wsakamoto	kaoki@hotmail.com	中村 くみ子	B-	369
	青森県横浜市都筑区猿楽町17丁目26番8号	2022-07-03	(Decimal('29.3453155'), Decimal('-121.494058'))	吉田電気合同会社	1943-06-29	465-23-6933	1790	csasaki	sotarokato@gmail.com	松本 直子	B-	118
	"7453 Flores Summit
Perezchester, CA 75361"	11 Feb 2022	(Decimal('61.779990'), Decimal('-27.947887'))	Reed, Harmon and Trevino		236-24-2645	1905	jenniferallen	rachel78@gmail.com	Alyssa Daniels	O+	410
	"Via Lucca Martins, 19
Vila Suzana Primeira Seção
02898458 Rodrigues / PR"	10/29/2019, 00:00:00	(Decimal('-87.9943385'), Decimal('-162.258984'))	Azevedo - EI		03284516735	1540	enzo-gabrielda-mota	ecamara@hotmail.com	Esther Silva	B-	61
	大阪府練馬区中三依30丁目23番14号	26 Sep 2019	(Decimal('-14.4333095'), Decimal('-72.500628'))	有限会社佐藤鉱業		023-94-9445	101	harukayamada	ssasaki@gmail.com	田中 聡太郎	AB-	489
		13 Jan 2024	(Decimal('26.487005'), Decimal('174.563978'))	Novaes	1914-01-24	02459371616	140	almeidamaria-julia	juliana01@bol.com.br	Gustavo Rezende	O-	206
	"Stretto Silvestro, 68 Piano 5
07019, Villanova Monteleone (SS)"	2024-05-27	(Decimal('51.5569835'), Decimal('-132.760131'))	Bodoni-Fuseli e figli		RNCPRS57C55M258V	1860	qproietti	caterinainnocenti@gmail.com	Sig. Mariano Bassi	A+	391
	"5035 Connie Harbors Suite 806
Darinbury, TX 57104"	29 Sep 2024	(Decimal('-87.247408'), Decimal('90.365780'))	Bates, Miller and Jones		030-85-1401	2016	kenneth08	tamara42@yahoo.com	Mark Silva	O+	450
	"Sítio de Gonçalves
Cidade Jardim
06459804 Sousa / AC"	2023/07/21	(Decimal('-63.933665'), Decimal('-104.977017'))	Ribeiro Ramos - EI	1998-10-16	28653417044	736	vduarte	rebeca51@uol.com.br	Arthur Miguel da Costa	AB+	608
	"Praça de Peixoto, 67
Bandeirantes
14953-353 Pimenta dos Dourados / PB"	2023/06/02	(Decimal('60.0005005'), Decimal('-31.543357'))	Aparecida		90621453706	1318	daniel36	rafaelalima@yahoo.com.br	Yasmin Almeida	O-	209
		2023/10/26	(Decimal('-42.9064525'), Decimal('-28.644967'))	Yang, Austin and Davis	1987-11-23	536-66-4541	1631	bakerchristina	cantutristan@hotmail.com	Justin Thompson II	O+	99
	"Viale Treves, 15 Appartamento 5
81049, Mignano Monte Lungo (CE)"	12 Oct 2019	(Decimal('-13.1788315'), Decimal('110.362379'))	Piazzi SPA	1968-10-19	CMPGSV53H62D198E	421	cantimorigiovanni	luxardoaurora@tele2.it	Michela Filangieri	A+	350
	"Estrada de Mendonça, 5
Buritis
62002-307 Garcia / RN"	10/28/2021, 00:00:00	(Decimal('-3.866822'), Decimal('94.735298'))	Moreira		91068257458	1703	ida-cruz	hellena97@uol.com.br	Matheus Barbosa	AB+	420
	福井県富里市千塚27丁目5番2号	05/28/2019, 00:00:00	(Decimal('82.631159'), Decimal('7.512293'))	合同会社林水産		670-45-5786	764	minoru17	ryoheitakahashi@gmail.com	近藤 知実	A-	626
	"28579 Kevin Square Suite 496
North Davidborough, NH 10611"	03/31/2019, 00:00:00	(Decimal('85.4521865'), Decimal('-113.218578'))	Nelson Group	1993-09-21	659-25-4851	1139	sonyawhite	matthewhoward@hotmail.com	Mary Payne	A-	425
	"2144 Brandon Square
Christopherhaven, NH 49466"	10/17/2019, 00:00:00	(Decimal('-18.573154'), Decimal('20.054927'))	Kelly-Lynch		396-87-5037	1003	tammy78	aperry@hotmail.com	Maria Chavez	O-	537
	岐阜県印西市芝大門21丁目7番6号 睦クレスト396	2020-02-18	(Decimal('51.0493935'), Decimal('75.504158'))	佐藤運輸合同会社	1966-06-01	830-05-7271	983	takahashikana	shohei49@gmail.com	石川 英樹	AB+	720
	"381 Crawford Circles Apt. 845
Gomezfort, MI 65214"	04/13/2025, 00:00:00	(Decimal('-79.010394'), Decimal('78.544035'))	Miller, Wright and Jackson		188-16-9475	1333	caldwellkathleen	brandy88@hotmail.com	Lisa Holt	A+	500
	"Vicolo Murri, 18 Piano 0
45018, Donzella (RO)"	12/13/2019, 00:00:00	(Decimal('-81.3600835'), Decimal('-172.085035'))	Caffarelli-Sermonti SPA	1980-10-23	BXISSN98E14G577U	480	gangemisaverio	coardiamalia@virgilio.it	Fabia Vendetti	A+	322
	"Strada Adamo, 9 Piano 2
66051, Cupello (CH)"	2024/03/14	(Decimal('16.9049525'), Decimal('-55.799338'))	Giannelli-Sauro s.r.l.		CGNSRN80H18F503V	433	gottigioele	raffaellocalgari@fastwebnet.it	Aurora Conte	B-	125
	"8293 Matthew Vista Suite 074
West Michellechester, FM 01546"	07/11/2020, 00:00:00	(Decimal('-3.4652265'), Decimal('110.190647'))	Hall Ltd		754-19-2989	1198	erin21	nashelizabeth@yahoo.com	Tara Kirk	AB+	467
		14 May 2025	(Decimal('-18.303971'), Decimal('-177.138029'))	Scott, Blankenship and Castro	2023-05-15	886-87-9878	1699	marie73	davenportmarie@yahoo.com	Tony Sexton	A-	731
	"Rosalia-Mitschke-Gasse 6
12328 Dachau"	2021/10/19	(Decimal('-37.965774'), Decimal('151.628474'))	Stey	1975-10-17	387-40-9033	1597	muelichenangelina	meyerchristos@gmx.de	Gertraud Christoph B.Sc.	O+	465
	滋賀県小平市二つ室36丁目15番14号 筑土八幡町クレスト110	09/24/2018, 00:00:00	(Decimal('81.293799'), Decimal('-2.501449'))	松本保険株式会社		834-09-1838	251	momokowatanabe	hkobayashi@yahoo.com	井上 加奈	A-	366
	"411 Melissa Trafficway Apt. 245
South Joshua, NV 56902"	2021-12-14	(Decimal('43.8680645'), Decimal('-85.738557'))	Nicholson PLC		624-24-0344	783	tonyacervantes	erica49@hotmail.com	Dylan Chandler	B-	734
	"PSC 8829, Box 3674
APO AE 59398"	2019/07/26	(Decimal('-70.564425'), Decimal('174.659590'))	Gilbert and Sons	1962-10-01	541-64-0156	233	tgreen	jmcdonald@hotmail.com	Rebekah Mathews	AB-	503
	"33242 Samuel Grove Apt. 137
North Apriltown, IN 86598"	2025/03/22	(Decimal('27.5142245'), Decimal('-82.063801'))	Parsons-James	1963-04-09	692-12-4865	2050	weisschristina	mmoore@yahoo.com	Bianca Garza	A-	255
	"Hedy-Liebelt-Allee 664
75593 Neu-Ulm"	10/09/2022, 00:00:00	(Decimal('21.2478835'), Decimal('-103.275815'))	Holt		808-49-8832	480	yhecker	tinaoderwald@googlemail.com	Erna Fliegner MBA.	O-	741
	"430 Patterson Pine Apt. 905
East Joelfort, SD 82913"	24 Aug 2024	(Decimal('-29.5670755'), Decimal('-99.174643'))	Cardenas-Morrison		301-59-9178	498	velazquezcourtney	zgrant@gmail.com	Michael Hall	B+	544
	"PSC 0845, Box 8587
APO AA 36229"	07/30/2019, 00:00:00	(Decimal('-1.9692735'), Decimal('139.257676'))	Gibson-Bridges	1964-11-18	750-66-8339	230	dcruz	troberts@hotmail.com	Steve Christensen	O+	614
	長崎県横浜市緑区中宮祠36丁目2番15号	10/08/2019, 00:00:00	(Decimal('9.550196'), Decimal('94.589399'))	有限会社前田銀行		243-23-0224	618	itakahashi	yasuhiro39@yahoo.com	渡辺 京助	B-	471
	熊本県三鷹市卯の里12丁目11番2号 コート氏家338	06/09/2022, 00:00:00	(Decimal('-78.4985515'), Decimal('28.693006'))	山田食品有限会社	2008-05-26	051-01-9796	816	kobayashinanami	naokifukuda@yahoo.com	山田 亮介	A+	289
		09/14/2021, 00:00:00	(Decimal('-4.991325'), Decimal('32.266832'))	da Rosa Cassiano S.A.	1995-01-14	78961253077	1903	stephany25	jrezende@hotmail.com	Rhavi Lopes	B+	276
	"Parque Sophie Fonseca, 6
Grajaú
39931960 Marques do Oeste / RR"	2024/04/25	(Decimal('-87.719578'), Decimal('-80.656041'))	Cavalcanti Sá - ME	1929-06-17	51084973260	111	abreuana	valentina01@gmail.com	Thiago Rezende	O-	220
	"Área de Jesus, 91
Zilah Sposito
40767451 da Cunha / PA"	14 Apr 2021	(Decimal('30.8588165'), Decimal('13.104085'))	Souza Mendes - ME	1945-04-28	49678530139	91	ninada-luz	isabelramos@gmail.com	Luiz Felipe Alves	O-	638
	"PSC 9942, Box 9999
APO AE 68007"	08/12/2020, 00:00:00	(Decimal('-80.709072'), Decimal('-82.753152'))	Nolan, Morales and Dudley	1934-07-09	615-71-6111	591	john48	heatherramos@yahoo.com	Jeremy Mullins	O+	9
	"953 Yolanda Common
West Lisa, GU 26306"	04/11/2021, 00:00:00	(Decimal('-78.137682'), Decimal('105.701170'))	Ramirez Inc	1925-08-19	824-62-6852	613	kimberlyherrera	stewartjordan@yahoo.com	Andrew Thomas	AB-	476
	福岡県稲城市木立42丁目10番1号 吾妻橋シティ016	2025/04/14		合同会社小林鉱業	2017-04-06	169-33-0901	2037	mkato	haruka48@yahoo.com	佐藤 直樹	A-	286
